Code,Description,2015/16 AUD,2016/17 AUD,2017/18 AUD,2018/19 OB,2018/19 AB,2019/20 BY,2020/21 BY,2021/22 BY
EC442,Other,,,,,,,,
EC442,sub-total,"43,943.54 ","46,140.72 ","48,124.77 ","48,124.77 ","48,124.77 ","51,012.25 ","57,101.28 ","57,101.28 "
EC442,VAT on Services,,,,,,,,
EC442,Total large household bill:,"43,943.54 ","46,140.72 ","48,124.77 ","48,124.77 ","48,124.77 ","51,012.25 ","57,101.28 ","57,101.28 "
EC442,% increase/-decrease,,5.00 ,4.30 ,,,,11.94 ,
EC442,Monthly Account for Household - Affordable Range,,,,,,,,
EC442,Rates and services charges:,,,,,,,,
EC442,Property rates,"15,305.09 ","16,070.34 ","16,761.37 ","16,761.37 ","16,761.37 ","17,767.05 ","19,887.80 ","19,887.80 "
EC442,Electricity: Basic levy,,,,,,,,
EC442,Electricity: Consumption,,,,,,,,
EC442,Water: Basic levy,,,,,,,,
EC442,Water: Consumption,,,,,,,,
EC442,Sanitation,,,,,,,,
EC442,Refuse removal,"3,929.61 ","4,126.09 ","4,303.51 ","4,303.51 ","4,303.51 ","4,561.72 ","5,106.23 ","5,106.23 "
EC442,Other,,,,,,,,
EC442,sub-total,"19,234.70 ","20,196.44 ","21,064.88 ","21,064.88 ","21,064.88 ","22,328.77 ","24,994.03 ","24,994.03 "
EC442,VAT on Services,,,,,,,,
EC442,Total large household bill:,"19,234.70 ","20,196.44 ","21,064.88 ","21,064.88 ","21,064.88 ","22,328.77 ","24,994.03 ","24,994.03 "
EC442,% increase/-decrease,,5.00 ,4.30 ,,,,11.94 ,
EC442,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC442,Rates and services charges:,,,,,,,,
EC442,Property rates,,,,,,,,
EC442,Electricity: Basic levy,,,,,,,,
EC442,Electricity: Consumption,,,,,,,,
EC442,Water: Basic levy,,,,,,,,
EC442,Water: Consumption,,,,,,,,
EC442,Sanitation,,,,,,,,
EC442,Refuse removal,,,,,,,,
EC442,Other,,,,,,,,
EC442,sub-total,,,,,,,,
EC442,VAT on Services,,,,,,,,
EC442,Total large household bill:,,,,,,,,
EC442,% increase/-decrease,,,,,,,,
EC443,Monthly Account for Household - Middle Income Range,,,,,,,,
EC443,Rates and services charges:,,,,,,,,
EC443,Property rates,"23,320,000.00 ","24,486,000.00 ","27,348,982.00 ","28,345,605.75 ","28,345,605.75 ","24,796,261.73 ","26,135,259.87 ","27,546,563.90 "
EC443,Electricity: Basic levy,"6,689,361.03 ","7,023,829.08 ",,"8,130,960.14 ","8,130,960.14 ","9,138,766.67 ","9,595,705.00 ","10,075,490.25 "
EC443,Electricity: Consumption,"25,689,000.12 ","26,973,450.13 ",,"31,225,140.20 ","31,225,140.20 ","28,274,708.13 ","29,688,443.53 ","31,172,865.71 "
EC443,Water: Basic levy,,,,,,,,
EC443,Water: Consumption,,,,,,,,
EC443,Sanitation,,,,,,,,
EC443,Refuse removal,"2,001,250.80 ","2,101,313.34 ",,"2,432,532.86 ","2,432,532.86 ","4,592,042.07 ","4,840,012.34 ","5,101,373.01 "
EC443,Other,"9,477,621.12 ","9,951,502.18 ",,"11,520,107.71 ","11,520,107.71 ","8,953,816.52 ","9,412,922.48 ","9,915,220.29 "
EC443,sub-total,"67,177,233.07 ","70,536,094.72 ","27,348,982.00 ","81,654,346.65 ","81,654,346.65 ","75,755,595.11 ","79,672,343.22 ","83,811,513.16 "
EC443,VAT on Services,,,,,,,,
EC443,Total large household bill:,"67,177,233.07 ","70,536,094.72 ","27,348,982.00 ","81,654,346.65 ","81,654,346.65 ","75,755,595.11 ","79,672,343.22 ","83,811,513.16 "
EC443,% increase/-decrease,,5.00 ,(61.23),198.56 ,,(7.22),5.17 ,5.20 
EC443,Monthly Account for Household - Affordable Range,,,,,,,,
EC443,Rates and services charges:,,,,,,,,
EC443,Property rates,,,,,,,,
EC443,Electricity: Basic levy,,,,,,,,
EC443,Electricity: Consumption,"824,478.96 ","865,702.91 ",,,,,,
EC443,Water: Basic levy,,,,,,,,
EC443,Water: Consumption,,,,,,,,
EC443,Sanitation,,,,,,,,
EC443,Refuse removal,,,,,,,,
EC443,Other,,,,,,,,
EC443,sub-total,"824,478.96 ","865,702.91 ",,,,,,
EC443,VAT on Services,,,,,,,,
EC443,Total large household bill:,"824,478.96 ","865,702.91 ",,,,,,
EC443,% increase/-decrease,,5.00 ,(100.00),,,,,
EC443,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC443,Rates and services charges:,,,,,,,,
EC443,Property rates,,,,,,,,
EC443,Electricity: Basic levy,,,,,,,,
EC443,Electricity: Consumption,,,"772,000.00 ","3,846,786.00 ","3,846,786.00 ","3,998,528.73 ","4,061,835.17 ","4,061,835.17 "
EC443,Water: Basic levy,,,,,,,,
EC443,Water: Consumption,,,,,,,,
EC443,Sanitation,,,,,,,,
EC443,Refuse removal,,,,,,,,
EC443,Other,,,,,,,,
EC443,sub-total,,,"772,000.00 ","3,846,786.00 ","3,846,786.00 ","3,998,528.73 ","4,061,835.17 ","4,061,835.17 "
EC443,VAT on Services,,,,,,,,
EC443,Total large household bill:,,,"772,000.00 ","3,846,786.00 ","3,846,786.00 ","3,998,528.73 ","4,061,835.17 ","4,061,835.17 "
EC443,% increase/-decrease,,,,398.29 ,,3.94 ,1.58 ,
EC444,Monthly Account for Household - Middle Income Range,,,,,,,,
EC444,Rates and services charges:,,,,,,,,
EC444,sub-total,,,,,,,,
EC444,% increase/-decrease,,,,,,,,
EC444,Monthly Account for Household - Affordable Range,,,,,,,,
EC444,Rates and services charges:,,,,,,,,
EC444,sub-total,,,,,,,,
EC444,% increase/-decrease,,,,,,,,
EC444,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
EC444,Rates and services charges:,,,,,,,,
EC444,Property rates,,,,,,,,
EC444,Electricity: Basic levy,,,,,,,,
EC444,Electricity: Consumption,,,,,,,,
EC444,Water: Basic levy,,,,,,,,
EC444,Water: Consumption,,,,,,,,
EC444,Sanitation,,,,,,,,
EC444,Refuse removal,,,,,,,,
EC444,Other,,,,,,,,
EC444,sub-total,,,,,,,,
EC444,VAT on Services,,,,,,,,
EC444,Total large household bill:,,,,,,,,
EC444,% increase/-decrease,,,,,,,,
DC44,Monthly Account for Household - Middle Income Range,,,,,,,,
DC44,Rates and services charges:,,,,,,,,
DC44,Property rates,,,,,,,,
DC44,Electricity: Basic levy,,,,,,,,
DC44,Electricity: Consumption,,,,,,,,
DC44,Water: Basic levy,,,,,,,,
DC44,Water: Consumption,,,,,,,,
DC44,Sanitation,,,,,,,,
DC44,Refuse removal,,,,,,,,
DC44,Other,,,,,,,,
DC44,sub-total,,,,,,,,
DC44,VAT on Services,,,,,,,,
DC44,Total large household bill:,,,,,,,,
DC44,% increase/-decrease,,,,,,,,
DC44,Monthly Account for Household - Affordable Range,,,,,,,,
DC44,Rates and services charges:,,,,,,,,
DC44,Property rates,,,,,,,,
DC44,Electricity: Basic levy,,,,,,,,
DC44,Electricity: Consumption,,,,,,,,
DC44,Water: Basic levy,,,,,,,,
DC44,Water: Consumption,,,,,,120.47 ,138.54 ,146.85 
DC44,Sanitation,,,,,,,,
DC44,Refuse removal,,,,,,,,
DC44,Other,,,,,,,,
DC44,sub-total,,,,,,120.47 ,138.54 ,146.85 
DC44,VAT on Services,,,,,,,,
DC44,Total large household bill:,,,,,,120.47 ,138.54 ,146.85 
DC44,% increase/-decrease,,,,,,,15.00 ,6.00 
DC44,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
DC44,Rates and services charges:,,,,,,,,
DC44,Property rates,,,,,,,,
DC44,Electricity: Basic levy,,,,,,,,
DC44,Electricity: Consumption,,,,,,,,
DC44,Water: Basic levy,,,,,,,,
DC44,Water: Consumption,,,,,,,,
DC44,Sanitation,,,,,,,,
DC44,Refuse removal,,,,,,,,
DC44,Other,,,,,,,,
DC44,sub-total,,,,,,,,
DC44,VAT on Services,,,,,,,,
DC44,Total large household bill:,,,,,,,,
DC44,% increase/-decrease,,,,,,,,
MAN,Monthly Account for Household - Middle Income Range,,,,,,,,
MAN,Rates and services charges:,,,,,,,,
MAN,Property rates,321.88 ,347.66 ,361.72 ,387.04 ,387.04 ,415.30 ,446.45 ,478.12 
MAN,Electricity: Basic levy,,,,,,,,
MAN,Electricity: Consumption,,"1,639.16 ",,"2,085.72 ","2,085.72 ","2,127.43 ","2,169.98 ",
MAN,Water: Basic levy,20.00 ,22.00 ,24.64 ,27.60 ,27.60 ,30.91 ,33.93 ,37.46 
MAN,Water: Consumption,410.46 ,440.01 ,484.32 ,534.18 ,534.18 ,589.14 ,646.86 ,714.15 
MAN,Sanitation,148.81 ,160.71 ,170.74 ,184.39 ,184.39 ,199.68 ,214.03 ,231.12 
MAN,Refuse removal,85.34 ,92.00 ,100.00 ,109.30 ,109.30 ,120.01 ,130.21 ,141.80 
MAN,Other,,,,,,,,
MAN,sub-total,986.49 ,"2,701.54 ","1,141.42 ","3,328.23 ","3,328.23 ","3,482.47 ","3,641.46 ","1,602.65 "
MAN,VAT on Services,240.69 ,100.06 ,,,,,,
MAN,Total large household bill:,"1,227.18 ","2,801.60 ","1,141.42 ","3,328.23 ","3,328.23 ","3,482.47 ","3,641.46 ","1,602.65 "
MAN,% increase/-decrease,,128.30 ,(59.26),191.59 ,,4.63 ,4.57 ,(55.99)
MAN,Monthly Account for Household - Affordable Range,,,,,,,,
MAN,Rates and services charges:,,,,,,,,
MAN,Property rates,219.69 ,237.29 ,245.04 ,262.19 ,262.19 ,281.33 ,302.44 ,323.89 
MAN,Electricity: Basic levy,,,,,,,,
MAN,Electricity: Consumption,,,,453.68 ,453.68 ,462.75 ,472.01 ,
MAN,Water: Basic levy,20.00 ,22.00 ,24.64 ,27.60 ,27.60 ,30.91 ,33.93 ,37.46 
MAN,Water: Consumption,331.41 ,355.01 ,389.97 ,429.93 ,429.93 ,473.94 ,520.36 ,574.50 
MAN,Sanitation,106.29 ,114.79 ,121.96 ,131.71 ,131.71 ,142.63 ,152.88 ,165.08 
MAN,Refuse removal,85.34 ,92.00 ,100.00 ,109.30 ,109.30 ,120.01 ,130.21 ,141.80 
MAN,Other,,,,,,,,
MAN,sub-total,762.73 ,821.09 ,881.61 ,"1,414.41 ","1,414.41 ","1,511.57 ","1,611.83 ","1,242.73 "
MAN,VAT on Services,,81.73 ,,,,,,
MAN,Total large household bill:,762.73 ,902.82 ,881.61 ,"1,414.41 ","1,414.41 ","1,511.57 ","1,611.83 ","1,242.73 "
MAN,% increase/-decrease,,18.37 ,(2.35),60.43 ,,6.87 ,6.63 ,(22.90)
MAN,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
MAN,Rates and services charges:,,,,,,,,
MAN,Property rates,117.51 ,126.92 ,128.35 ,137.34 ,137.34 ,147.37 ,158.42 ,169.66 
MAN,Electricity: Basic levy,,,,,,,,
MAN,Electricity: Consumption,,,,200.41 ,200.41 ,204.42 ,208.51 ,
MAN,Water: Basic levy,20.00 ,22.00 ,24.64 ,27.60 ,27.60 ,30.91 ,33.93 ,37.46 
MAN,Water: Consumption,252.36 ,241.51 ,295.62 ,325.68 ,325.68 ,304.56 ,334.40 ,369.15 
MAN,Sanitation,91.92 ,91.92 ,73.18 ,79.03 ,79.03 ,113.92 ,123.03 ,132.87 
MAN,Refuse removal,36.57 ,39.42 ,42.77 ,46.62 ,46.62 ,50.96 ,55.04 ,59.66 
MAN,Other,,,,,,,,
MAN,sub-total,518.36 ,521.77 ,564.56 ,816.68 ,816.68 ,852.14 ,913.33 ,768.80 
MAN,VAT on Services,,55.75 ,,,,,,
MAN,Total large household bill:,518.36 ,577.52 ,564.56 ,816.68 ,816.68 ,852.14 ,913.33 ,768.80 
MAN,% increase/-decrease,,11.41 ,(2.24),44.66 ,,4.34 ,7.18 ,(15.82)
FS161,Monthly Account for Household - Middle Income Range,,,,,,,,
FS161,Rates and services charges:,,,,,,,,
FS161,Property rates,,,770.96 ,813.37 ,813.37 ,855.66 ,900.15 ,946.96 
FS161,Electricity: Basic levy,,,194.12 ,207.40 ,207.40 ,218.18 ,229.53 ,241.46 
FS161,Electricity: Consumption,,,"1,432.00 ","1,529.95 ","1,529.95 ","1,609.51 ","1,693.20 ","1,781.25 "
FS161,Water: Basic levy,,,,,,,,
FS161,Water: Consumption,,,221.70 ,233.89 ,233.89 ,246.06 ,258.85 ,272.31 
FS161,Sanitation,,,102.90 ,108.56 ,108.56 ,114.20 ,120.14 ,126.39 
FS161,Refuse removal,,,98.58 ,104.00 ,104.00 ,109.41 ,115.10 ,121.08 
FS161,Other,,,,,,,,
FS161,sub-total,,,"2,820.26 ","2,997.17 ","2,997.17 ","3,153.02 ","3,316.98 ","3,489.46 "
FS161,VAT on Services,,,286.90 ,327.57 ,327.57 ,344.60 ,362.52 ,381.37 
FS161,Total large household bill:,,,"3,107.16 ","3,324.74 ","3,324.74 ","3,497.62 ","3,679.50 ","3,870.83 "
FS161,% increase/-decrease,,,,7.00 ,,5.20 ,5.20 ,5.20 
FS161,Monthly Account for Household - Affordable Range,,,,,,,,
FS161,Rates and services charges:,,,,,,,,
FS161,Property rates,,,535.55 ,565.01 ,565.01 ,594.39 ,625.30 ,657.81 
FS161,Electricity: Basic levy,,,194.12 ,207.40 ,207.40 ,218.18 ,229.53 ,241.46 
FS161,Electricity: Consumption,,,577.00 ,616.47 ,616.47 ,648.52 ,682.25 ,717.72 
FS161,Water: Basic levy,,,,,,,,
FS161,Water: Consumption,,,184.75 ,194.91 ,194.91 ,205.05 ,215.71 ,226.93 
FS161,Sanitation,,,102.90 ,108.56 ,108.56 ,114.20 ,120.14 ,126.39 
FS161,Refuse removal,,,98.58 ,104.00 ,104.00 ,109.41 ,115.10 ,121.08 
FS161,Other,,,,,,,,
FS161,sub-total,,,"1,692.90 ","1,796.35 ","1,796.35 ","1,889.76 ","1,988.02 ","2,091.40 "
FS161,VAT on Services,,,162.03 ,184.70 ,184.70 ,194.31 ,204.41 ,215.04 
FS161,Total large household bill:,,,"1,854.93 ","1,981.05 ","1,981.05 ","2,084.06 ","2,192.43 ","2,306.44 "
FS161,% increase/-decrease,,,,6.80 ,,5.20 ,5.20 ,5.20 
FS161,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
FS161,Rates and services charges:,,,,,,,,
FS161,Property rates,,,300.15 ,316.65 ,316.65 ,333.12 ,350.44 ,368.66 
FS161,Electricity: Basic levy,,,,,,,,
FS161,Electricity: Consumption,,,315.00 ,336.55 ,336.55 ,354.05 ,372.46 ,391.82 
FS161,Water: Basic levy,,,,,,,,
FS161,Water: Consumption,,,103.46 ,109.15 ,109.15 ,114.83 ,120.80 ,127.08 
FS161,Sanitation,,,,,,,,
FS161,Refuse removal,,,,,,,,
FS161,Other,,,,,,,,
FS161,sub-total,,,718.61 ,762.35 ,762.35 ,801.99 ,843.70 ,887.57 
FS161,VAT on Services,,,,,,,,
FS161,Total large household bill:,,,718.61 ,762.35 ,762.35 ,801.99 ,843.70 ,887.57 
FS161,% increase/-decrease,,,,6.09 ,,5.20 ,5.20 ,5.20 
FS162,Monthly Account for Household - Middle Income Range,,,,,,,,
FS162,Rates and services charges:,,,,,,,,
FS162,Property rates,573.54 ,630.89 ,630.89 ,693.98 ,693.98 ,735.62 ,779.76 ,826.55 
FS162,Electricity: Basic levy,,,,,,,,
FS162,Electricity: Consumption,240.00 ,264.00 ,264.00 ,290.40 ,290.40 ,307.82 ,326.29 ,345.87 
FS162,Water: Basic levy,,,,,,,,
FS162,Water: Consumption,253.45 ,278.80 ,278.80 ,306.68 ,306.68 ,325.08 ,344.58 ,365.26 
FS162,Sanitation,88.08 ,96.88 ,96.88 ,106.57 ,106.57 ,112.97 ,119.75 ,126.93 
FS162,Refuse removal,64.06 ,70.47 ,70.47 ,77.52 ,77.52 ,82.17 ,87.10 ,92.32 
FS162,Other,,,,,,,,
FS162,sub-total,"1,219.13 ","1,341.05 ","1,341.05 ","1,475.15 ","1,475.15 ","1,563.66 ","1,657.48 ","1,756.93 "
FS162,VAT on Services,,,,,,,,
FS162,Total large household bill:,"1,219.13 ","1,341.05 ","1,341.05 ","1,475.15 ","1,475.15 ","1,563.66 ","1,657.48 ","1,756.93 "
FS162,% increase/-decrease,,10.00 ,,10.00 ,,6.00 ,6.00 ,6.00 
FS162,Monthly Account for Household - Affordable Range,,,,,,,,
FS162,Rates and services charges:,,,,,,,,
FS162,Property rates,246.84 ,271.52 ,271.52 ,298.68 ,298.68 ,316.60 ,335.59 ,355.73 
FS162,Electricity: Basic levy,,,,,,,,
FS162,Electricity: Consumption,240.00 ,264.00 ,264.00 ,290.40 ,290.40 ,307.82 ,326.29 ,345.87 
FS162,Water: Basic levy,253.45 ,278.80 ,278.80 ,306.68 ,306.68 ,325.08 ,344.58 ,365.26 
FS162,Water: Consumption,,,,,,,,
FS162,Sanitation,88.08 ,96.88 ,96.88 ,106.57 ,106.57 ,112.97 ,119.75 ,126.93 
FS162,Refuse removal,64.06 ,70.47 ,70.47 ,77.52 ,77.52 ,82.17 ,87.10 ,92.32 
FS162,Other,,,,,,,,
FS162,sub-total,892.43 ,981.68 ,981.68 ,"1,079.84 ","1,079.84 ","1,144.63 ","1,213.31 ","1,286.11 "
FS162,VAT on Services,,,,,,,,
FS162,Total large household bill:,892.43 ,981.68 ,981.68 ,"1,079.84 ","1,079.84 ","1,144.63 ","1,213.31 ","1,286.11 "
FS162,% increase/-decrease,,10.00 ,,10.00 ,,6.00 ,6.00 ,6.00 
FS162,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
FS162,Rates and services charges:,,,,,,,,
FS162,Property rates,26.62 ,29.28 ,,,,,,
FS162,Electricity: Basic levy,,,,,,,,
FS162,Electricity: Consumption,80.00 ,88.00 ,,,,,,
FS162,Water: Basic levy,253.45 ,278.80 ,,,,,,
FS162,Water: Consumption,,,,,,,,
FS162,Sanitation,88.08 ,96.88 ,,,,,,
FS162,Refuse removal,64.06 ,70.47 ,,,,,,
FS162,Other,,,,,,,,
FS162,sub-total,512.21 ,563.43 ,,,,,,
FS162,VAT on Services,,,,,,,,
FS162,Total large household bill:,512.21 ,563.43 ,,,,,,
FS162,% increase/-decrease,,10.00 ,(100.00),,,,,
FS163,Monthly Account for Household - Middle Income Range,,,,,,,,
FS163,Rates and services charges:,,,,,,,,
FS163,Property rates,430.50 ,456.34 ,402.32 ,422.47 ,422.47 ,443.59 ,470.21 ,498.42 
FS163,Electricity: Basic levy,,,,,,,,
FS163,Electricity: Consumption,,,,,,,,
FS163,Water: Basic levy,36.30 ,38.48 ,40.81 ,42.85 ,42.85 ,38.61 ,40.54 ,42.57 
FS163,Water: Consumption,400.80 ,424.83 ,387.54 ,406.92 ,406.92 ,387.60 ,406.98 ,427.33 
FS163,Sanitation,98.80 ,104.73 ,93.39 ,98.06 ,98.06 ,105.04 ,110.29 ,115.81 
FS163,Refuse removal,56.40 ,59.78 ,63.39 ,66.56 ,66.56 ,59.97 ,62.97 ,66.12 
FS163,Other,,,,,,,,
FS163,sub-total,"1,022.80 ","1,084.16 ",987.45 ,"1,036.86 ","1,036.86 ","1,034.81 ","1,090.99 ","1,150.24 "
FS163,VAT on Services,82.92 ,87.89 ,93.22 ,97.88 ,97.88 ,88.68 ,93.11 ,97.77 
FS163,Total large household bill:,"1,105.72 ","1,172.05 ","1,080.67 ","1,134.74 ","1,134.74 ","1,123.49 ","1,184.10 ","1,248.01 "
FS163,% increase/-decrease,,6.00 ,(7.80),5.00 ,,,5.39 ,5.40 
FS163,Monthly Account for Household - Affordable Range,,,,,,,,
FS163,Rates and services charges:,,,,,,,,
FS163,Property rates,307.50 ,325.99 ,284.86 ,299.12 ,299.12 ,314.08 ,332.92 ,352.90 
FS163,Electricity: Basic levy,,,,,,,,
FS163,Electricity: Consumption,,,,,,,,
FS163,Water: Basic levy,36.30 ,38.48 ,40.81 ,42.85 ,42.85 ,38.61 ,40.54 ,42.57 
FS163,Water: Consumption,322.30 ,341.63 ,311.65 ,327.23 ,327.23 ,304.13 ,319.34 ,335.30 
FS163,Sanitation,98.80 ,104.73 ,93.39 ,98.06 ,98.06 ,105.04 ,110.29 ,115.81 
FS163,Refuse removal,56.40 ,59.78 ,63.39 ,66.56 ,66.56 ,59.97 ,62.97 ,66.12 
FS163,Other,,,,,,,,
FS163,sub-total,821.30 ,870.61 ,794.10 ,833.82 ,833.82 ,821.83 ,866.06 ,912.69 
FS163,VAT on Services,71.93 ,76.25 ,80.87 ,84.91 ,84.91 ,76.16 ,79.97 ,83.97 
FS163,Total large household bill:,893.23 ,946.86 ,874.97 ,918.73 ,918.73 ,897.99 ,946.03 ,996.66 
FS163,% increase/-decrease,,6.00 ,(7.59),5.00 ,,,5.35 ,5.35 
FS163,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
FS163,Rates and services charges:,,,,,,,,
FS163,Property rates,184.50 ,195.58 ,167.36 ,175.77 ,175.77 ,184.56 ,195.63 ,207.37 
FS163,Electricity: Basic levy,,,,,,,,
FS163,Electricity: Consumption,,,,,,,,
FS163,Water: Basic levy,,,,,,,,
FS163,Water: Consumption,187.40 ,198.67 ,181.31 ,190.38 ,190.38 ,220.66 ,231.69 ,243.28 
FS163,Sanitation,,,,,,,,
FS163,Refuse removal,,,,,,,,
FS163,Other,,,,,,,,
FS163,sub-total,371.90 ,394.25 ,348.67 ,366.15 ,366.15 ,405.22 ,427.33 ,450.65 
FS163,VAT on Services,26.24 ,27.81 ,29.52 ,31.00 ,31.00 ,33.10 ,34.76 ,36.49 
FS163,Total large household bill:,398.14 ,422.06 ,378.19 ,397.15 ,397.15 ,438.32 ,462.08 ,487.14 
FS163,% increase/-decrease,,6.01 ,(10.40),5.01 ,,,5.42 ,5.42 
DC16,Monthly Account for Household - Middle Income Range,,,,,,,,
DC16,Rates and services charges:,,,,,,,,
DC16,Property rates,,,,,,,,
DC16,Electricity: Basic levy,,,,,,,,
DC16,Electricity: Consumption,,,,,,,,
DC16,Water: Basic levy,,,,,,,,
DC16,Water: Consumption,,,,,,,,
DC16,Sanitation,,,,,,,,
DC16,Refuse removal,,,,,,,,
DC16,Other,,,,,,,,
DC16,sub-total,,,,,,,,
DC16,VAT on Services,,,,,,,,
DC16,Total large household bill:,,,,,,,,
DC16,% increase/-decrease,,,,,,,,
DC16,Monthly Account for Household - Affordable Range,,,,,,,,
DC16,Rates and services charges:,,,,,,,,
DC16,Property rates,,,,,,,,
DC16,Electricity: Basic levy,,,,,,,,
DC16,Electricity: Consumption,,,,,,,,
DC16,Water: Basic levy,,,,,,,,
DC16,Water: Consumption,,,,,,,,
DC16,Sanitation,,,,,,,,
DC16,Refuse removal,,,,,,,,
DC16,Other,,,,,,,,
DC16,sub-total,,,,,,,,
DC16,VAT on Services,,,,,,,,
DC16,Total large household bill:,,,,,,,,
DC16,% increase/-decrease,,,,,,,,
DC16,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
DC16,Rates and services charges:,,,,,,,,
DC16,Property rates,,,,,,,,
DC16,Electricity: Basic levy,,,,,,,,
DC16,Electricity: Consumption,,,,,,,,
DC16,Water: Basic levy,,,,,,,,
DC16,Water: Consumption,,,,,,,,
DC16,Sanitation,,,,,,,,
DC16,Refuse removal,,,,,,,,
DC16,Other,,,,,,,,
DC16,sub-total,,,,,,,,
DC16,VAT on Services,,,,,,,,
DC16,Total large household bill:,,,,,,,,
DC16,% increase/-decrease,,,,,,,,
FS181,Monthly Account for Household - Middle Income Range,,,,,,,,
FS181,Rates and services charges:,,,,,,,,
FS181,Property rates,420.00 ,447.72 ,476.37 ,501.62 ,501.62 ,527.70 ,556.20 ,586.23 
FS181,Electricity: Basic levy,72.62 ,78.17 ,79.64 ,85.09 ,85.09 ,118.44 ,124.84 ,131.58 
FS181,Electricity: Consumption,"1,295.75 ","1,394.70 ","1,420.92 ","1,518.11 ","1,518.11 ","1,597.05 ","1,683.29 ","1,774.19 "
FS181,Water: Basic levy,67.96 ,72.45 ,77.09 ,81.17 ,81.17 ,85.39 ,90.00 ,94.86 
FS181,Water: Consumption,6.35 ,6.77 ,72.03 ,75.85 ,75.85 ,79.79 ,84.10 ,88.64 
FS181,Sanitation,102.28 ,109.03 ,116.01 ,122.16 ,122.16 ,128.51 ,135.45 ,142.76 
FS181,Refuse removal,60.22 ,64.19 ,68.30 ,71.92 ,71.92 ,75.66 ,79.75 ,84.05 
FS181,Other,,,,,,,,
FS181,sub-total,"2,025.18 ","2,173.03 ","2,310.36 ","2,455.91 ","2,455.91 ","2,612.55 ","2,753.63 ","2,902.32 "
FS181,VAT on Services,,,,,,,,
FS181,Total large household bill:,"2,025.18 ","2,173.03 ","2,310.36 ","2,455.91 ","2,455.91 ","2,612.55 ","2,753.63 ","2,902.32 "
FS181,% increase/-decrease,,7.30 ,6.32 ,6.30 ,,6.38 ,5.40 ,5.40 
FS181,Monthly Account for Household - Affordable Range,,,,,,,,
FS181,Rates and services charges:,,,,,,,,
FS181,Property rates,210.00 ,223.86 ,228.07 ,240.16 ,240.16 ,252.65 ,266.29 ,280.67 
FS181,Electricity: Basic levy,72.62 ,78.17 ,79.64 ,85.09 ,85.09 ,118.44 ,124.84 ,131.58 
FS181,Electricity: Consumption,647.86 ,697.35 ,710.46 ,759.06 ,759.06 ,798.53 ,841.65 ,887.10 
FS181,Water: Basic levy,60.06 ,64.02 ,68.12 ,81.17 ,81.17 ,85.39 ,90.00 ,94.86 
FS181,Water: Consumption,139.68 ,148.90 ,158.43 ,166.83 ,166.83 ,175.50 ,184.98 ,194.97 
FS181,Sanitation,84.48 ,90.06 ,95.82 ,100.90 ,100.90 ,106.15 ,111.88 ,117.92 
FS181,Refuse removal,53.27 ,56.78 ,60.41 ,63.62 ,63.62 ,66.92 ,70.54 ,74.35 
FS181,Other,,,,,,,,
FS181,sub-total,"1,267.97 ","1,359.14 ","1,400.96 ","1,496.82 ","1,496.82 ","1,603.58 ","1,690.17 ","1,781.44 "
FS181,VAT on Services,,,,,,,,
FS181,Total large household bill:,"1,267.97 ","1,359.14 ","1,400.96 ","1,496.82 ","1,496.82 ","1,603.58 ","1,690.17 ","1,781.44 "
FS181,% increase/-decrease,,7.19 ,3.08 ,6.84 ,,7.13 ,5.40 ,5.40 
FS181,Monthly Account for Household - Indigent HH receiving FBS,,,,,,,,
FS181,Rates and services charges:,,,,,,,,
FS181,Property rates,105.80 ,112.78 ,119.99 ,126.35 ,126.35 ,132.92 ,140.10 ,147.66 
FS181,Electricity: Basic levy,67.26 ,72.40 ,76.13 ,81.34 ,81.34 ,118.44 ,124.84 ,131.58 
FS181,Electricity: Consumption,419.99 ,447.71 ,42.90 ,45.83 ,45.83 ,513.00 ,540.70 ,569.90 
FS181,Water: Basic levy,60.52 ,64.51 ,116.66 ,122.84 ,122.84 ,85.21 ,89.81 ,94.66 
FS181,Water: Consumption,112.59 ,120.02 ,1.16 ,1.22 ,1.22 ,184.00 ,193.94 ,204.41 
FS181,Sanitation,85.13 ,90.75 ,90.43 ,95.22 ,95.22 ,128.50 ,135.44 ,142.75 
FS181,Refuse removal,53.67 ,57.21 ,75.81 ,71.93 ,71.93 ,68.31 ,71.93 ,75.67 
FS181,Other,,,,,,,,
FS181,sub-total,904.96 ,965.38 ,523.08 ,544.74 ,544.74 ,"1,230.38 ","1,296.75 ","1,366.63 "
FS181,VAT on Services,,,,,,,,
FS181,Total large household bill:,904.96 ,965.38 ,523.08 ,544.74 ,544.74 ,"1,230.38 ","1,296.75 ","1,366.63 "
FS181,% increase/-decrease,,6.68 ,(45.82),4.14 ,,125.87 ,5.39 ,5.39 
FS183,Monthly Account for Household - Middle Income Range,,,,,,,,
FS183,Rates and services charges:,,,,,,,,
